question_id,category,question,golden_answer,source_document,chunk_id,similarity_score,confidence_score,keywords_used,coverage_status,reason_if_missing,missing_topic,possible_document_required
250,General,Does CSJMU have a Grievance Redressal Cell for students?,"MESSAGE FROM VICE CHANCELLOR :- It gives me immense pleasure to welcome you to our dynamic university campus. CSJMU is currently at the height of its academic excellence. We are a NAAC A++ graded university, which also has been recognized as a Grade I institution by the University Grants Commission. We have an impressive presence in the national and international rankings. The rankings, however, cannot capture the vibrancy of the campus, the cult...",dignities_messages.txt,chunk_0,0.77,0.8,"['grievance', 'redressal', 'cell', 'students']",Covered,,,
251,Admissions,How is seat allocation finalized during counselling?,"PG Diploma in Guidance and Counselling is a programme offered by CSJMU. The duration of the course is 1 Year. It has 40 seats available. The eligibility criteria is Graduation in Humanities, Social Science and Management with any Stream with minimum 40% marks. The annual fee is Rs. 29,200. The admission process is Merit Based.",course_eligibility.json,chunk_123,0.77,0.8,"['seat', 'allocation', 'finalized', 'counselling']",Covered,,,
252,Admissions,What happens if a candidate misses the reporting deadline after admission?,"18. If any candidate gets admission on the basis of false information /improper means or on the basis of false marksheet/certificates, his/her admission will be cancelled with immediate effect.",guidelines_for_admission.txt,chunk_19,0.55,0.5,"['happens', 'candidate', 'misses', 'reporting', 'deadline', 'admission']",Partial,Document provides partial context but lacks complete answer details.,Admissions Details,csjmu_admissions_extended_info.pdf
253,Eligibility,Is gap year certificate accepted for admission?,15. Admission of applicants for undergraduate courses having more than 5 gap years between eligibility degree and date of admission shall be permitted in the light of NEP 2020.,guidelines_for_admission.txt,chunk_16,0.81,0.83,"['gap', 'year', 'certificate', 'accepted', 'admission']",Covered,,,
254,Eligibility,What is the eligibility for B.Sc Medical Laboratory Technology?,"Eligibility for B.Sc. in Medical Laboratory Technology (B.Sc. MLT): 10+2 Science pass students with minimum of 50% marks in Physics, Chemistry and Biology (45% for SC/ST). Duration: 3 Years + 6-month internship, Seats: 120, Annual Fee: Rs. 75,200, Admission Process: Merit Based.",course_eligibility.json,chunk_1,0.94,0.97,"['eligibility', 'b.sc', 'medical', 'laboratory', 'technology']",Covered,,,
255,Faculty,What are the research publications of UIET faculty?,"MESSAGE FROM THE DIRECTOR :- On behalf of the faculty members and staff, it is my pleasure to welcome you to the University Institute of Engineering and Technology (UIET), a constituent institute of Chhatrapati Shahu Ji Maharaj University, Kanpur. UIET was established in under the visionary leadership of the then Vice.Chancellor, Prof. S.S. Katiyar. The institute began with four engineering branches and an initial intake of 240 students. Today, i...",dignities_messages.txt,chunk_6,0.83,0.85,"['research', 'publications', 'faculty']",Covered,,,
256,Hostel,What precautions and security measures exist in girls hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['precautions', 'security', 'measures', 'exist', 'girls', 'hostels']",Covered,,,
257,Facilities,Does CSJMU have solar power generation units installed on campus?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Club 4) Photography Club 5) Literary Club 6) Robots and Drone Club 7) Cooking Club 8) Coding Club  Note: 10% supernumerary seats are available in all pro...,facilities_at_csjm.txt,chunk_0,0.83,0.85,"['solar', 'power', 'generation', 'units', 'installed', 'campus']",Covered,,,
258,Facilities,Are disability-friendly ramps and elevators available in academic buildings?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['disability-friendly', 'ramps', 'elevators', 'available', 'academic', 'buildings']",Covered,,,
259,Syllabus_Labs,What is the pass percentage criteria in sessional examinations?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['pass', 'percentage', 'criteria', 'sessional', 'examinations']",Missing,No document in the knowledge base addresses this specific question regarding Syllabus_Labs.,Syllabus_Labs Information,csjmu_syllabus_labs_handbook.pdf
260,Placements,What alumni network support is available for career placements?,"Placement Cell details: Chhatrapati Shahuji Maharaj University Placement Cell Overview
General Information:
A++ NAAC accredited
QS World University Rankings recognition


Campus Recruitment 2023-24:
Campus Drives: 84+
Number of Selections: 419+ (Campus / off Campus & Virtual Drive)


Campus Recruitment 2024-25 (Ongoing):
C...",placements.txt,chunk_1,0.78,0.82,"['alumni', 'network', 'support', 'available', 'career', 'placements']",Covered,,,
261,Fees,What is the fee structure for Ph.D. scholars?,"B.A. (Hons.) Political Science is a programme offered by CSJMU. The duration of the course is 3 years. It has 30 seats available. The eligibility criteria is 10+2 or its equivalent in any stream with minimum 40% marks. The annual fee is Rs. 26,200. The admission process is Direct.",course_eligibility.json,chunk_118,0.55,0.5,"['fee', 'structure', 'ph.d', 'scholars']",Partial,Document provides partial context but lacks complete answer details.,Fees Details,csjmu_fees_extended_info.pdf
262,General,What is the official campus area size of CSJMU Kanpur?,"ABOUT CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY (CSJMU) :- Chhatrapati Shahu Ji Maharaj (CSJM) University, situated in Kanpur, Uttar Pradesh, shines as a symbol of excellence in the higher education landscape of India. Accredited with the highest NAAC grade of A++, it is recognized as one of the most esteemed and rapidly advancing state universities in the country. Recently designated as a Tier-I University/Institution by the University Grants Comm...",about_csjm.txt,chunk_0,0.77,0.8,"['official', 'campus', 'area', 'size']",Covered,,,
263,General,Does CSJMU have Memorandum of Understanding (MoU) with foreign universities?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['memorandum', 'understanding', 'mou', 'foreign', 'universities']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
264,General,Where can students obtain transcript certificates and duplicate marksheets?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['students', 'obtain', 'transcript', 'certificates', 'duplicate', 'marksheets']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
265,Admissions,What is the process for migration certificate submission?,"13. A candidate shall be recognized as a student of the affiliated college/School on University campus only when his/her application form for admission has been accepted by the Principal of the college/ Director of respective School, his/her prescribed fees has been paid and all the necessary documents such as transfer certificate, migration certificate, character certificate, caste certificate etc. as desired by the Principal of the college/Dire...",guidelines_for_admission.txt,chunk_14,0.77,0.8,"['process', 'migration', 'certificate', 'submission']",Covered,,,
266,Eligibility,Can candidates with vocational subjects in 12th apply for B.Tech?,"6. For admission to the B. Tech programme, where admission will be on the basis of JEE Mains Rank, candidates need to register for counselling on the B.Tech Admission Portal. All details related to admission to the B. Tech programme will be available on the B. Tech Admission Portal.",guidelines_for_admission.txt,chunk_7,0.55,0.5,"['candidates', 'vocational', 'subjects', '12th', 'apply', 'b.tech']",Partial,Document provides partial context but lacks complete answer details.,Eligibility Details,csjmu_eligibility_extended_info.pdf
267,Faculty,Who manages student discipline in UIET?,"MESSAGE FROM THE DIRECTOR :- On behalf of the faculty members and staff, it is my pleasure to welcome you to the University Institute of Engineering and Technology (UIET), a constituent institute of Chhatrapati Shahu Ji Maharaj University, Kanpur. UIET was established in under the visionary leadersh...",dignities_messages.txt,chunk_6,0.55,0.5,"['manages', 'student', 'discipline']",Partial,Document provides partial context but lacks complete answer details.,Faculty Details,csjmu_faculty_extended_info.pdf
268,Hostel,Who is the Chief Warden of CSJMU Hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['chief', 'warden', 'hostels']",Covered,,,
269,Facilities,Does CSJMU have an indoor badminton court?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Clu...,facilities_at_csjm.txt,chunk_0,0.55,0.5,"['indoor', 'badminton', 'court']",Partial,Document provides partial context but lacks complete answer details.,Facilities Details,csjmu_facilities_extended_info.pdf
270,Syllabus_Labs,What microcontrollers are used in ECE Microprocessor lab?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['microcontrollers', 'used', 'ece', 'microprocessor', 'lab']",Covered,,,
271,Placements,What average salary packages are secured by MCA students?,"The placements document (placements.txt) mentions training and placement cell activities but lacks numerical placement statistics, highest/average packages, and branch-wise placement reports.",placements.txt,chunk_1,0.58,0.52,"['average', 'salary', 'packages', 'secured', 'mca', 'students']",Missing,"No placement statistics, package numbers, or company-wise placement reports present in placements.txt.",Placement Statistics & Packages,csjmu_placement_report_2024_2025.pdf
272,Fees,Is late fee applicable if fee is paid after due date?,"Hostel fees and mess fees are applicable separately, and payments once made are generally non-refundable website for more information: https://csjmu.ac.in/facilities/hostels/",hostel.txt,chunk_13,0.55,0.5,"['late', 'fee', 'applicable', 'fee', 'paid', 'due', 'date']",Partial,Document provides partial context but lacks complete answer details.,Fees Details,csjmu_fees_extended_info.pdf
273,General,Does CSJMU publish research journals or newsletters?,"ABOUT CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY (CSJMU) :- Chhatrapati Shahu Ji Maharaj (CSJM) University, situated in Kanpur, Uttar Pradesh, shines as a symbol of excellence in the higher education landscape of India. Accredited with the highest NAAC grade of A++, it is recognized as one of the most ...",about_csjm.txt,chunk_0,0.55,0.5,"['publish', 'research', 'journals', 'newsletters']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
274,Admissions,What is the contact email for admission inquiry?,Contact for placement: Website: https://placement.csjmu.ac.in/ Email: tpo@csjmu.ac.in,placements.txt,chunk_10,0.77,0.8,"['contact', 'email', 'admission', 'inquiry']",Covered,,,
275,Eligibility,What eligibility is required for Post Graduate Diploma courses?,"Post Graduate Diploma in Journalism and Mass Communication is a programme offered by CSJMU. The duration of the course is 1 Year. It has 30 seats available. The eligibility criteria is 10+2+3 pass in Science/Arts/Commerce stream. The annual fee is Rs. 42,200. The admission process is Direct.",course_eligibility.json,chunk_132,0.83,0.85,"['eligibility', 'required', 'post', 'graduate', 'diploma', 'courses']",Covered,,,
276,Faculty,Who is the Head of Department of Physics in School of Basic Sciences?,"Dr. Awanish Bajpeyi is the Admission Coordinator for the B.Sc. Hons. Physics / M.Sc. Physics programme at School of Basic Sciences, CSJM University. His Contact is : 8934875519.",admission_coordinators.json,chunk_24,0.83,0.85,"['head', 'department', 'physics', 'school', 'basic', 'sciences']",Covered,,,
277,Hostel,What is the procedure to surrender a hostel seat?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['procedure', 'surrender', 'hostel', 'seat']",Covered,,,
278,Facilities,Is photocopy and print store available near academic blocks?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['photocopy', 'print', 'store', 'available', 'near', 'academic', 'blocks']",Covered,,,
279,Syllabus_Labs,Is attendance mandatory for engineering lab sessions?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['attendance', 'mandatory', 'engineering', 'lab', 'sessions']",Covered,,,
280,Placements,Which software companies hire UIET Information Technology students?,"Career Opportunities and Recruiters by Department of UIET :-  a) Computer Science & Engineering (CSE and CSE-AI): Graduates of the department are working in top ranked international and national companies like IBM, SAP, CISCO, Samsung, Infosys, Accenture, Swiggy, Big Basket etc. b) Electronics & Communication Engineering (ECE): Graduates from the department can find employment as Network Engineers, Voice Engineers, Server Administrators, Wireless...",placements.txt,chunk_6,0.81,0.83,"['software', 'companies', 'hire', 'technology', 'students']",Covered,,,
281,Fees,What is the fee for B.Sc Agriculture program?,"M.Sc. Ag. Horticulture (Fruit Science) is a programme offered by CSJMU. The duration of the course is 2 Years. It has 10 seats available. The eligibility criteria is B.Sc. (Hons.) Agriculture / B.Sc. Agriculture / B.Sc. Horticulture. The annual fee is Rs. 51,200. The admission process is Merit Based.",course_eligibility.json,chunk_144,0.95,0.95,"['fee', 'b.sc', 'agriculture', 'program']",Covered,,,
282,General,What eco-friendly green initiatives exist on CSJMU campus?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Club 4) Photography Club 5) Literary Club 6) Robots and Drone Club 7) Cooking Club 8) Coding Club  Note: 10% supernumerary seats are available in all pro...,facilities_at_csjm.txt,chunk_0,0.81,0.83,"['eco-friendly', 'green', 'initiatives', 'exist', 'campus']",Covered,,,
283,Admissions,How can affiliated colleges check admission guidelines?,GUIDELINES FOR ADMISSION TO UNIVERSITY CAMPUS/AFFILIATED COLLEGES  1. The detailed information of the admission procedure will be displayed on the University website (www.csjmu.ac.in). Candidates are advised to check the University website regularly for updates.   2. All admissions to different programmes running in the University campus or affiliated colleges of CSJM University will be made through the Admission Portal available on the Universit...,guidelines_for_admission.txt,chunk_0,0.95,0.95,"['affiliated', 'colleges', 'check', 'admission', 'guidelines']",Covered,,,
284,Eligibility,Is 10+2 with PCM mandatory for B.Tech lateral entry?,"B.Tech. in Electronics and Communication Engineering (Lateral Entry) (AICTE Approved) is a programme offered by CSJMU. The duration of the course is 3 Years. It has As per AICTE Norms seats available. The eligibility criteria is Passed 3-year Diploma from Institution recognized by UPBTE in any branch of Engg / 3-year BSc with Mathematics as a subject in 10+2. The annual fee is Rs. 90,200. The admission process is Through CSJMU Admission Portal fo...",course_eligibility.json,chunk_8,0.83,0.85,"['10+2', 'pcm', 'mandatory', 'b.tech', 'lateral', 'entry']",Covered,,,
285,Faculty,Who is the Head of Department of Chemistry?,"Dr. Abhishek Kumar Chandra sir is professor in the Chemical Engineering (CHE) department Dr. Abhishek Kumar Chandra(hod) is an Associate Professor and Head of the Department (HOD) of Chemical Engineering at CSJM University, Kanpur. He holds a Ph.D. in Chemical Engineering from MNNIT Allahabad, an M.Tech from IIT Bombay, and a B.Tech from HBTI Kanpur. His research interests include Computational Fluid Dynamics, Separation Processes, Microplastic W...",uiet_teachers.json,chunk_41,0.83,0.85,"['head', 'department', 'chemistry']",Covered,,,
286,Hostel,What rules apply during summer vacation in hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['rules', 'apply', 'summer', 'vacation', 'hostels']",Covered,,,
287,Facilities,What dining options exist in the university cafeteria?,"Facilities include 24×7 electricity, security, RO drinking water, first-aid and ambulance services, newspapers, and housekeeping. Additional facilities like Wi-Fi, hot water, laundry, and library are proposed. Recreational options include indoor and outdoor sports, gym facilities, cultural activitie...",hostel.txt,chunk_4,0.55,0.5,"['dining', 'options', 'exist', 'cafeteria']",Partial,Document provides partial context but lacks complete answer details.,Facilities Details,csjmu_facilities_extended_info.pdf
288,Syllabus_Labs,What software tools are used for Chemical Engineering simulations?,"Department of Chemical Engineering (CHE) was established in 1996. Established in 1996 in UIET, CSJM University, to provide competent and well-trained professionals for the chemical industries of the country. The key highlights of the department are Not Available. The department specializes in Not Av...",departments_of_uiet.json,chunk_3,0.55,0.5,"['software', 'tools', 'used', 'chemical', 'engineering', 'simulations']",Partial,Document provides partial context but lacks complete answer details.,Syllabus_Labs Details,csjmu_syllabus_labs_extended_info.pdf
289,Placements,Does the placement cell conduct campus recruitment drives annually?,"Placement Cell details: Chhatrapati Shahuji Maharaj University Placement Cell Overview
General Information:
A++ NAAC accredited
QS World University Rankings recognition


Campus Recruitment 2023-24:
Campus Drives: 84+
Number of Selections: 419+ (Campus / off Campus & Virtual Drive)


Campus Recruitment 2024-25 (Ongoing):
C...",placements.txt,chunk_1,0.78,0.82,"['placement', 'cell', 'conduct', 'campus', 'recruitment', 'drives', 'annually']",Covered,,,
290,Fees,What is the examination fee per semester?,"B.Ed. is a programme offered by CSJMU. The duration of the course is 2 Years. It has 100 + EWS seats available. The eligibility criteria is Graduation in any Stream. The annual fee is Rs. 56,250. The admission process is UP Joint Entrance Examination.",course_eligibility.json,chunk_101,0.77,0.8,"['examination', 'fee', 'per', 'semester']",Covered,,,
291,General,What sports tournaments are held annually at CSJMU stadium?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['sports', 'tournaments', 'held', 'annually', 'stadium']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
292,Admissions,What is the procedure for sports quota admission?,GUIDELINES FOR ADMISSION TO UNIVERSITY CAMPUS/AFFILIATED COLLEGES  1. The detailed information of the admission procedure will be displayed on the University website (www.csjmu.ac.in). Candidates are advised to check the University website regularly for updates.   2. All admissions to different programmes running in the University campus or affiliated colleges of CSJM University will be made through the Admission Portal available on the Universit...,guidelines_for_admission.txt,chunk_0,0.95,0.95,"['procedure', 'sports', 'quota', 'admission']",Covered,,,
293,Eligibility,What eligibility applies to B.Sc (Hons) Biotechnology?,"B.Sc. (Hons.) Agriculture is a programme offered by CSJMU. The duration of the course is 4 Years. It has 180 seats available. The eligibility criteria is 10+2 with Agriculture/Mathematics/Biology. The annual fee is Rs. 41,200. The admission process is Merit Based.",course_eligibility.json,chunk_142,0.81,0.83,"['eligibility', 'applies', 'b.sc', 'hons', 'biotechnology']",Covered,,,
294,Faculty,Who is the Dean of School of Engineering & Technology?,"Dr. Brishti Mitra holds the position of DEAN ACADEMICS OF CHHATRAPATI SAHU JI MAHARAJ UNIVERSITY(CSJMU) at CSJMU. Contact: email dean_acad@csjmu.ac.in, mobile 9935167873. More info: https://csjmu.ac.in/all-faculty/dr-brishti-mitra/.",uiet_designation.json,chunk_1,0.55,0.5,"['dean', 'school', 'engineering', 'technology']",Partial,Document provides partial context but lacks complete answer details.,Faculty Details,csjmu_faculty_extended_info.pdf
295,Hostel,Is generator backup available 24 hours in hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['generator', 'backup', 'available', 'hours', 'hostels']",Covered,,,
296,Facilities,Is there a central computing facility at UIET?,"Facilities at University Institute of Engineering and Technology (UIET) - 1) ICPC Asia Regional Contest - Kanpur Site  is organized regularly to enhance competitive programming skills, global exposure, teamwork, and advanced problem-sol ving abilities among UIET students. 2) AICTE IDEA Lab - aims to foster innovation and creativity among students by providing hands-on, multidisciplinary learning through modern tools and  prototyping facilities. 3...",facilities_at_csjm.txt,chunk_4,0.95,0.95,"['there', 'central', 'computing', 'facility']",Covered,,,
297,Syllabus_Labs,Are lab manuals provided to engineering students?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['lab', 'manuals', 'provided', 'engineering', 'students']",Covered,,,
298,Placements,What company off-campus opportunities are shared by the T&P cell?,Chhatrapati Shahuji Maharaj University Placement Cell Overview General Information: A++ NAAC accredited QS World University Rankings recognition  Campus Recruitment 2023-24: Campus Drives: 84+ Number of Selections: 419+ (Campus / off Campus & Virtual Drive)  Campus Recruitment 2024-25 (Ongoing): Cam...,placements.txt,chunk_0,0.55,0.5,"['company', 'off-campus', 'opportunities', 'shared', 'cell']",Partial,Document provides partial context but lacks complete answer details.,Placements Details,csjmu_placements_extended_info.pdf
299,Fees,How can students download fee receipt after online payment?,process of allotment of hostel (a.) Completing the Admission process at corresponding Department campus of CSJM University Kanpur. (b.) Take Hardcopy Fees Receipt of Admission in corresponding department. (c.) See the Hostel Fees structure of Boys and Girls. (d.) Download application form from the web site of CSJM University Kanpur. For the point no 3 and 4 Use website csjmu.ac.in/Facilities /Hostels link (e.) After filling application form of Ho...,hostel.txt,chunk_12,0.83,0.85,"['students', 'download', 'fee', 'receipt', 'online', 'payment']",Covered,,,
300,General,What is the summary of academic excellence at CSJMU Kanpur?,"MESSAGE FROM VICE CHANCELLOR :- It gives me immense pleasure to welcome you to our dynamic university campus. CSJMU is currently at the height of its academic excellence. We are a NAAC A++ graded university, which also has been recognized as a Grade I institution by the University Grants Commission. We have an impressive presence in the national and international rankings. The rankings, however, cannot capture the vibrancy of the campus, the cult...",dignities_messages.txt,chunk_2,0.83,0.85,"['summary', 'academic', 'excellence']",Covered,,,
301,General,How can I contact CSJMU for academic certificates?,Contact Us: Phone: 8090803220 Website: www.innovation.csjmu.ac.in Email: infocsjmu@csjmu.ac.in,innovation_foundation.txt,chunk_12,0.55,0.5,"['contact', 'academic', 'certificates']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
302,Admissions,What is the helpline number for CSJMU admissions?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['helpline', 'number', 'admissions']",Missing,No document in the knowledge base addresses this specific question regarding Admissions.,Admissions Information,csjmu_admissions_handbook.pdf
303,Eligibility,What is the minimum eligibility percentage for general category B.Tech candidates?,"B.Tech. in Computer Science and Engineering (AICTE Approved) is a programme offered by CSJMU. The duration of the course is 4 Years. It has 180* + EWS seats available. The eligibility criteria is Passed 10+2 with Physics, Chemistry, Mathematics as compulsory subjects. Minimum of 45% marks in PCM. The annual fee is Rs. 1,15,200. The admission process is Through CSJM University B.Tech Admission Portal based on JEE Mains Rank. B.Tech. in Computer Sc...",course_eligibility.json,chunk_0,0.85,0.86,"['minimum', 'eligibility', 'percentage', 'general', 'category', 'b.tech', 'candidates']",Covered,,,
304,Faculty,Who is the Director of the School of Health Sciences?,"Dr. Anshu Singh is the Admission Coordinator for the Master of Arts In Public Health programme at School of Arts, Humanities & Social Sciences, CSJM University. His Contact is : 9891445385.",admission_coordinators.json,chunk_81,0.86,0.88,"['director', 'school', 'health', 'sciences']",Covered,,,
305,Facilities,What sports courts exist near the stadium complex?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['sports', 'courts', 'exist', 'near', 'stadium', 'complex']",Missing,No document in the knowledge base addresses this specific question regarding Facilities.,Facilities Information,csjmu_facilities_handbook.pdf
